order_id,order_status,order_at
OD159910208063224,RECEIVED,2020-09-03T03:01:20.000Z
OD159910191585619,RECEIVED,2020-09-03T02:58:35.000Z
OD159910174290483,RECEIVED,2020-09-03T02:55:42.000Z
OD159910178637560,RECEIVED,2020-09-03T02:56:26.000Z
OD159910170542043,RECEIVED,2020-09-03T02:55:05.000Z
OD159910188939477,RECEIVED,2020-09-03T02:58:09.000Z
OD159910170220361,CANCELLED,2020-09-03T02:55:02.000Z
OD159910206449526,RECEIVED,2020-09-03T03:01:04.000Z
OD159910203113920,RECEIVED,2020-09-03T03:00:31.000Z
OD159910212480180,RECEIVED,2020-09-03T03:02:04.000Z
OD159910214139473,RECEIVED,2020-09-03T03:02:21.000Z
OD159971690270142,RECEIVED,2020-09-10T05:48:22.000Z
OD159971688877957,RECEIVED,2020-09-10T05:48:08.000Z
OD159971680103578,RECEIVED,2020-09-10T05:46:41.000Z
OD159971679751955,RECEIVED,2020-09-10T05:46:37.000Z
OD159971673067653,RECEIVED,2020-09-10T05:45:30.000Z
OD15997165068685,RECEIVED,2020-09-10T05:41:46.000Z
OD159971677344212,RECEIVED,2020-09-10T05:46:13.000Z
OD159971647861696,RECEIVED,2020-09-10T05:41:18.000Z
OD159971648633240,RECEIVED,2020-09-10T05:41:26.000Z
OD159971677286524,REJECTED,2020-09-10T05:46:12.000Z
OD160004624949743,RECEIVED,2020-09-14T01:17:29.000Z
OD160004609512889,RECEIVED,2020-09-14T01:14:55.000Z
OD16000462891071,RECEIVED,2020-09-14T01:18:09.000Z
OD16000459388751,RECEIVED,2020-09-14T01:12:18.000Z
OD16000460233075,RECEIVED,2020-09-14T01:13:43.000Z
OD160004599371522,RECEIVED,2020-09-14T01:13:13.000Z
OD16001461411160,RECEIVED,2020-09-15T05:02:21.000Z
OD160014597025843,RECEIVED,2020-09-15T04:59:30.000Z
OD160014586666119,RECEIVED,2020-09-15T04:57:46.000Z
OD160066360199841,RECEIVED,2020-09-21T04:46:42.000Z
OD160066318889053,RECEIVED,2020-09-21T04:39:48.000Z
OD160066322748959,REJECTED,2020-09-21T04:40:27.000Z
OD160584549540338,RECEIVED,2020-11-20T04:11:35.000Z
OD160584554635743,FAILED_DELIVERY,2020-11-20T04:12:26.000Z
OD160584574364451,RECEIVED,2020-11-20T04:15:43.000Z
OD160584598235381,RECEIVED,2020-11-20T04:19:42.000Z
OD160584554811815,RECEIVED,2020-11-20T04:12:28.000Z
OD160584579704810,RECEIVED,2020-11-20T04:16:37.000Z
OD160584577991113,RECEIVED,2020-11-20T04:16:20.000Z
OD160584532186593,RECEIVED,2020-11-20T04:08:41.000Z
OD16058453390183,RECEIVED,2020-11-20T04:08:59.000Z
OD16058453150474,RECEIVED,2020-11-20T04:08:35.000Z
OD160584517769324,RECEIVED,2020-11-20T04:06:17.000Z
OD160584517429928,RECEIVED,2020-11-20T04:06:14.000Z
OD16058451566204,RECEIVED,2020-11-20T04:05:56.000Z
OD160584500113284,RECEIVED,2020-11-20T04:03:21.000Z
OD16058449871831,RECEIVED,2020-11-20T04:03:07.000Z
OD160584492880799,RECEIVED,2020-11-20T04:02:08.000Z
OD160584485369291,RECEIVED,2020-11-20T04:00:53.000Z
OD160584484155219,RECEIVED,2020-11-20T04:00:41.000Z
OD160584483977192,RECEIVED,2020-11-20T04:00:39.000Z
OD160584483745762,RECEIVED,2020-11-20T04:00:37.000Z
OD160584479034966,REJECTED,2020-11-20T03:59:50.000Z
OD160584471612422,RECEIVED,2020-11-20T03:58:36.000Z
OD160584460722779,RECEIVED,2020-11-20T03:56:47.000Z
OD160584456651878,RECEIVED,2020-11-20T03:56:06.000Z
OD160584468227137,RECEIVED,2020-11-20T03:58:02.000Z
OD160584442466212,RECEIVED,2020-11-20T03:53:44.000Z
OD160584474088576,RECEIVED,2020-11-20T03:59:01.000Z
OD160584430968497,PARTIAL_DELIVERED,2020-11-20T03:51:49.000Z
OD160584459771482,RECEIVED,2020-11-20T03:56:37.000Z
OD160584461379117,RECEIVED,2020-11-20T03:56:53.000Z
OD160584438449172,RECEIVED,2020-11-20T03:53:04.000Z
OD16058441384489,RECEIVED,2020-11-20T03:48:59.000Z
OD160584416379092,RECEIVED,2020-11-20T03:49:23.000Z
OD160584476148988,RECEIVED,2020-11-20T03:59:21.000Z
OD160584495925077,RECEIVED,2020-11-20T04:02:39.000Z
OD160584430106766,RECEIVED,2020-11-20T03:51:41.000Z
OD160584400179463,RECEIVED,2020-11-20T03:46:41.000Z
OD160584396694696,RECEIVED,2020-11-20T03:46:07.000Z
OD160584388845050,RECEIVED,2020-11-20T03:44:48.000Z
OD160584387589147,REJECTED,2020-11-20T03:44:36.000Z
OD16058437604724,RECEIVED,2020-11-20T03:42:40.000Z
OD160584375991651,RECEIVED,2020-11-20T03:42:40.000Z
OD160584375305824,RECEIVED,2020-11-20T03:42:33.000Z
OD160584373065648,RECEIVED,2020-11-20T03:42:11.000Z
OD160584366869949,RECEIVED,2020-11-20T03:41:08.000Z
OD160584363782872,RECEIVED,2020-11-20T03:40:37.000Z
OD160584354813117,RECEIVED,2020-11-20T03:39:08.000Z
OD160584354774123,RECEIVED,2020-11-20T03:39:07.000Z
OD160584350121879,RECEIVED,2020-11-20T03:38:21.000Z
OD160584344493352,RECEIVED,2020-11-20T03:37:25.000Z
OD160584340965546,RECEIVED,2020-11-20T03:36:49.000Z
OD160584339682411,RECEIVED,2020-11-20T03:36:36.000Z
OD160584339572738,RECEIVED,2020-11-20T03:36:35.000Z
OD16058431874255,RECEIVED,2020-11-20T03:33:07.000Z
OD160584314796662,RECEIVED,2020-11-20T03:32:28.000Z
OD160584311419443,RECEIVED,2020-11-20T03:31:54.000Z
OD160584308919987,RECEIVED,2020-11-20T03:31:29.000Z
OD16058430716147,RECEIVED,2020-11-20T03:31:11.000Z
OD160584296476756,RECEIVED,2020-11-20T03:29:24.000Z
OD160584390385622,RECEIVED,2020-11-20T03:45:03.000Z
OD160584314385061,RECEIVED,2020-11-20T03:32:23.000Z
OD16058428446110,RECEIVED,2020-11-20T03:27:24.000Z
OD160584274228715,RECEIVED,2020-11-20T03:25:42.000Z
OD160584256046969,RECEIVED,2020-11-20T03:22:40.000Z
OD160584255845175,RECEIVED,2020-11-20T03:22:38.000Z
OD160584254473773,RECEIVED,2020-11-20T03:22:24.000Z
OD160584237077760,RECEIVED,2020-11-20T03:19:30.000Z
OD160584236661543,RECEIVED,2020-11-20T03:19:26.000Z
OD160584232645515,RECEIVED,2020-11-20T03:18:46.000Z
OD160584230767166,RECEIVED,2020-11-20T03:18:27.000Z
OD160584224973782,RECEIVED,2020-11-20T03:17:29.000Z
OD160584223436897,RECEIVED,2020-11-20T03:17:14.000Z
OD160584208411744,RECEIVED,2020-11-20T03:14:44.000Z
OD160584200025558,RECEIVED,2020-11-20T03:13:20.000Z
OD160584195210375,RECEIVED,2020-11-20T03:12:32.000Z
OD16058419114113,RECEIVED,2020-11-20T03:11:51.000Z
OD160584189593785,RECEIVED,2020-11-20T03:11:36.000Z
OD16058418101294,RECEIVED,2020-11-20T03:10:10.000Z
OD160584180598994,RECEIVED,2020-11-20T03:10:06.000Z
OD160584175813524,RECEIVED,2020-11-20T03:09:18.000Z
OD160584170039575,RECEIVED,2020-11-20T03:08:20.000Z
OD160584158340458,CANCELLED,2020-11-20T03:06:23.000Z
OD160584157369244,RECEIVED,2020-11-20T03:06:13.000Z
OD160584153472198,RECEIVED,2020-11-20T03:05:34.000Z
OD160584151626093,RECEIVED,2020-11-20T03:05:16.000Z
OD160584137507348,RECEIVED,2020-11-20T03:02:55.000Z
OD160584138833224,RECEIVED,2020-11-20T03:03:08.000Z
OD160584134226513,RECEIVED,2020-11-20T03:02:22.000Z
OD160584132976847,RECEIVED,2020-11-20T03:02:09.000Z
OD160584132222925,RECEIVED,2020-11-20T03:02:02.000Z
OD160584127999348,RECEIVED,2020-11-20T03:01:20.000Z
OD16058412507701,RECEIVED,2020-11-20T03:00:50.000Z
OD160584120259867,CANCELLED,2020-11-20T03:00:03.000Z
OD160584119461328,FAILED_DELIVERY,2020-11-20T02:59:54.000Z
OD160584118336529,RECEIVED,2020-11-20T02:59:43.000Z
OD160584107272325,RECEIVED,2020-11-20T02:57:52.000Z
OD16058410310155,RECEIVED,2020-11-20T02:57:11.000Z
OD16058410277998,RECEIVED,2020-11-20T02:57:07.000Z
OD160584087096310,RECEIVED,2020-11-20T02:54:31.000Z
OD16058407597946,RECEIVED,2020-11-20T02:52:40.000Z
OD16058407046948,RECEIVED,2020-11-20T02:51:44.000Z
OD160584068999175,RECEIVED,2020-11-20T02:51:30.000Z
OD160584068676053,RECEIVED,2020-11-20T02:51:26.000Z
OD16058405244728,RECEIVED,2020-11-20T02:48:44.000Z
OD160584050570552,RECEIVED,2020-11-20T02:48:25.000Z
OD160584031489892,RECEIVED,2020-11-20T02:45:14.000Z
OD160584031318038,RECEIVED,2020-11-20T02:45:13.000Z
OD160584027285754,RECEIVED,2020-11-20T02:44:33.000Z
OD160584016988471,RECEIVED,2020-11-20T02:42:49.000Z
OD160584004424085,RECEIVED,2020-11-20T02:40:44.000Z
OD160583989084478,RECEIVED,2020-11-20T02:38:10.000Z
OD16058399650939,RECEIVED,2020-11-20T02:39:25.000Z
OD160583987418684,RECEIVED,2020-11-20T02:37:54.000Z
OD160583979298842,RECEIVED,2020-11-20T02:36:33.000Z
OD160583964166741,RECEIVED,2020-11-20T02:34:01.000Z
OD160583961491553,RECEIVED,2020-11-20T02:33:35.000Z
OD160583953152933,RECEIVED,2020-11-20T02:32:11.000Z
OD160583949434935,RECEIVED,2020-11-20T02:31:34.000Z
OD160583935745965,RECEIVED,2020-11-20T02:29:17.000Z
OD160583929220726,RECEIVED,2020-11-20T02:28:12.000Z
OD160583929054223,RECEIVED,2020-11-20T02:28:10.000Z
OD160583917398022,RECEIVED,2020-11-20T02:26:14.000Z
OD160583914442388,RECEIVED,2020-11-20T02:25:44.000Z
OD160583913797320,RECEIVED,2020-11-20T02:25:38.000Z
OD160583909763979,RECEIVED,2020-11-20T02:24:57.000Z
OD160583907152121,RECEIVED,2020-11-20T02:24:31.000Z
OD160583897287657,RECEIVED,2020-11-20T02:22:52.000Z
OD160583889461517,RECEIVED,2020-11-20T02:21:34.000Z
OD160583883123063,RECEIVED,2020-11-20T02:20:31.000Z
OD160583869423422,RECEIVED,2020-11-20T02:18:14.000Z
OD160583866091248,RECEIVED,2020-11-20T02:17:41.000Z
OD16058385429855,RECEIVED,2020-11-20T02:15:43.000Z
OD160583853675845,RECEIVED,2020-11-20T02:15:36.000Z
OD16058384603162,RECEIVED,2020-11-20T02:14:20.000Z
OD160583937848431,RECEIVED,2020-11-20T02:29:38.000Z
OD160583841342052,RECEIVED,2020-11-20T02:13:33.000Z
OD160583842792689,RECEIVED,2020-11-20T02:13:48.000Z
OD160583830149166,RECEIVED,2020-11-20T02:11:41.000Z
OD160583811023574,RECEIVED,2020-11-20T02:08:30.000Z
OD160583810460832,RECEIVED,2020-11-20T02:08:24.000Z
OD160583809706055,RECEIVED,2020-11-20T02:08:17.000Z
OD16058380397699,RECEIVED,2020-11-20T02:07:19.000Z
OD160583793587711,RECEIVED,2020-11-20T02:05:35.000Z
OD160583791114216,RECEIVED,2020-11-20T02:05:11.000Z
OD160583780493268,RECEIVED,2020-11-20T02:03:25.000Z
OD160583771561543,RECEIVED,2020-11-20T02:01:55.000Z
OD160583768273723,RECEIVED,2020-11-20T02:01:22.000Z
OD16058376442596,RECEIVED,2020-11-20T02:00:44.000Z
OD160583763147479,RECEIVED,2020-11-20T02:00:31.000Z
OD160583756377417,REJECTED,2020-11-20T01:59:23.000Z
OD160583745888733,RECEIVED,2020-11-20T01:57:38.000Z
OD160583731841514,RECEIVED,2020-11-20T01:55:18.000Z
OD160583727509240,RECEIVED,2020-11-20T01:54:35.000Z
OD160583723851472,RECEIVED,2020-11-20T01:53:58.000Z
OD160583720749464,RECEIVED,2020-11-20T01:53:27.000Z
OD160583718675378,REJECTED,2020-11-20T01:53:06.000Z
OD160583712101538,RECEIVED,2020-11-20T01:52:01.000Z
OD160583707842554,RECEIVED,2020-11-20T01:51:18.000Z
OD16058370708825,RECEIVED,2020-11-20T01:51:10.000Z
OD160583683381129,RECEIVED,2020-11-20T01:47:13.000Z
OD160583673853677,CANCELLED,2020-11-20T01:45:38.000Z
OD160583649137254,RECEIVED,2020-11-20T01:41:31.000Z
OD160583637306281,PARTIAL_DELIVERED,2020-11-20T01:39:33.000Z
OD160583636398711,RECEIVED,2020-11-20T01:39:24.000Z
OD160583635950774,RECEIVED,2020-11-20T01:39:19.000Z
OD160583632440877,RECEIVED,2020-11-20T01:38:44.000Z
OD160583628273816,RECEIVED,2020-11-20T01:38:02.000Z
OD160583624246427,RECEIVED,2020-11-20T01:37:22.000Z
OD160583620642652,RECEIVED,2020-11-20T01:36:46.000Z
OD160583620519021,RECEIVED,2020-11-20T01:36:45.000Z
OD160583607308356,RECEIVED,2020-11-20T01:34:33.000Z
OD160583598477960,RECEIVED,2020-11-20T01:33:04.000Z
OD160583590121222,RECEIVED,2020-11-20T01:31:41.000Z
OD160583577252947,RECEIVED,2020-11-20T01:29:32.000Z
OD160583575087865,RECEIVED,2020-11-20T01:29:11.000Z
OD160583572192463,RECEIVED,2020-11-20T01:28:42.000Z
OD160583570610571,RECEIVED,2020-11-20T01:28:26.000Z
OD160583568920267,RECEIVED,2020-11-20T01:28:09.000Z
OD160583553372783,RECEIVED,2020-11-20T01:25:33.000Z
OD160583553293471,RECEIVED,2020-11-20T01:25:33.000Z
OD160583541350145,RECEIVED,2020-11-20T01:23:33.000Z
OD160583521964657,RECEIVED,2020-11-20T01:20:19.000Z
